journey_id,train_no,train_name,source_station,destination_station,zone,distance_km,journey_date,year,month,season,scheduled_arrival,actual_arrival,delay_mins,delay_category,delay_reason,platform_no,passengers_count,train_type
JRN1480,12303,Poorva Express,Howrah,New Delhi,Eastern,1531,2022-10-26,2022,October,Winter,18:45,19:29,44,Moderate Delay,Dense fog signal restriction,6,585,Superfast
JRN1481,12841,Coromandel Express,Howrah,Chennai Central,Eastern,1663,2022-05-02,2022,May,Summer,09:45,10:32,47,Moderate Delay,Signal failure,8,934,Superfast
JRN1482,10103,Mangala Express,Mumbai CST,Mangalore Central,Konkan,910,2024-07-14,2024,July,Monsoon,04:00,07:17,197,Severe Delay,Landslide near track,1,494,Express
JRN1483,12649,Sampark Kranti,KSR Bangalore,New Delhi,South Western,2444,2022-12-01,2022,December,Winter,17:45,18:37,52,Moderate Delay,Track inspection,6,698,Superfast
JRN1484,12007,Intercity Express,KSR Bangalore,Mysore Jn,South Western,139,2023-08-18,2023,August,Monsoon,19:45,20:20,35,Moderate Delay,Landslide near track,3,580,Express
JRN1485,12621,Tamil Nadu Express,New Delhi,Chennai Central,Southern,2175,2023-01-26,2023,January,Winter,15:30,16:02,32,Moderate Delay,Cold wave speed restriction,6,717,Superfast
JRN1486,12953,August Kranti,Mumbai Central,New Delhi,Western,1384,2022-07-02,2022,July,Monsoon,18:15,19:30,75,Major Delay,Landslide near track,2,821,Superfast
JRN1487,12203,Garib Rath,New Delhi,Patna Jn,Eastern,1001,2024-12-01,2024,December,Winter,23:30,23:30,0,On Time,No Delay,5,761,Express
JRN1488,12301,Rajdhani Express,New Delhi,Mumbai Central,Northern,1384,2022-08-28,2022,August,Monsoon,18:00,18:00,0,On Time,No Delay,2,821,Superfast
JRN1489,12203,Garib Rath,New Delhi,Patna Jn,Eastern,1001,2024-10-27,2024,October,Winter,21:15,21:24,9,Minor Delay,Technical snag,2,651,Express
JRN1490,12953,August Kranti,Mumbai Central,New Delhi,Western,1384,2023-11-19,2023,November,Winter,08:45,08:58,13,Minor Delay,Technical snag,8,679,Superfast
JRN1491,22435,Vande Bharat,New Delhi,Varanasi Jn,Northern,821,2022-09-20,2022,September,Monsoon,11:15,11:15,0,On Time,No Delay,6,736,Superfast
JRN1492,22435,Vande Bharat,New Delhi,Varanasi Jn,Northern,821,2022-12-07,2022,December,Winter,19:00,19:25,25,Minor Delay,Technical snag,5,830,Superfast
JRN1493,12649,Sampark Kranti,KSR Bangalore,New Delhi,South Western,2444,2022-12-25,2022,December,Winter,04:30,05:47,77,Major Delay,Technical snag,8,906,Superfast
JRN1494,10101,Konkan Railway,Mumbai CST,Mangalore Central,Konkan,910,2024-02-08,2024,February,Winter,09:30,09:51,21,Minor Delay,Cold wave speed restriction,7,737,Express
JRN1495,18409,Nandan Kanan Express,Howrah,Puri,Eastern,501,2023-03-22,2023,March,Summer,06:30,07:04,34,Moderate Delay,Engine technical issue,5,471,Express
JRN1496,12841,Coromandel Express,Howrah,Chennai Central,Eastern,1663,2024-06-24,2024,June,Monsoon,07:15,08:18,63,Major Delay,Landslide near track,8,774,Superfast
JRN1497,12621,Tamil Nadu Express,New Delhi,Chennai Central,Southern,2175,2022-06-15,2022,June,Monsoon,16:30,16:44,14,Minor Delay,Flood affected route,8,925,Superfast
JRN1498,12621,Tamil Nadu Express,New Delhi,Chennai Central,Southern,2175,2022-12-03,2022,December,Winter,12:30,12:30,0,On Time,No Delay,8,670,Superfast
JRN1499,12649,Sampark Kranti,KSR Bangalore,New Delhi,South Western,2444,2023-12-11,2023,December,Winter,17:15,18:09,54,Moderate Delay,Late running due to fog,1,934,Superfast
JRN1500,12311,Howrah Mail,Howrah,New Delhi,Eastern,1442,2024-04-17,2024,April,Summer,11:45,13:09,84,Major Delay,Track maintenance,7,893,Mail
JRN1501,12859,Gitanjali Express,Mumbai CST,Howrah,Central,1968,2024-09-04,2024,September,Monsoon,23:15,02:10,175,Severe Delay,Flood affected route,8,641,Superfast
JRN1502,12301,Rajdhani Express,New Delhi,Mumbai Central,Northern,1384,2024-07-11,2024,July,Monsoon,07:45,10:38,173,Severe Delay,Signal failure due to rain,8,764,Superfast
JRN1503,12301,Rajdhani Express,New Delhi,Mumbai Central,Northern,1384,2023-03-10,2023,March,Summer,13:45,15:07,82,Major Delay,Engine technical issue,1,585,Superfast
JRN1504,12009,Shatabdi Express,New Delhi,Chandigarh,Northern,248,2024-10-08,2024,October,Winter,21:45,21:45,0,On Time,No Delay,6,632,Superfast
JRN1505,12203,Garib Rath,New Delhi,Patna Jn,Eastern,1001,2022-08-14,2022,August,Monsoon,13:45,15:09,84,Major Delay,Signal failure due to rain,7,471,Express
JRN1506,12203,Garib Rath,New Delhi,Patna Jn,Eastern,1001,2022-10-12,2022,October,Winter,19:45,20:32,47,Moderate Delay,Cold wave speed restriction,4,628,Express
JRN1507,12311,Howrah Mail,Howrah,New Delhi,Eastern,1442,2023-03-23,2023,March,Summer,18:00,19:42,102,Major Delay,Track maintenance,3,703,Mail
JRN1508,12903,Golden Temple Mail,Mumbai Central,Amritsar Jn,Northern,1930,2022-10-06,2022,October,Winter,19:15,20:16,61,Major Delay,Late running due to fog,4,865,Mail
JRN1509,12007,Intercity Express,KSR Bangalore,Mysore Jn,South Western,139,2023-03-21,2023,March,Summer,18:30,18:51,21,Minor Delay,Congestion at junction,2,785,Express
JRN1510,12123,Deccan Queen,Mumbai CST,Pune Jn,Central,192,2023-06-25,2023,June,Monsoon,22:30,22:45,15,Minor Delay,Track waterlogging,3,708,Superfast
JRN1511,12123,Deccan Queen,Mumbai CST,Pune Jn,Central,192,2022-12-13,2022,December,Winter,15:00,15:01,1,Minor Delay,Technical snag,7,896,Superfast
JRN1512,10101,Konkan Railway,Mumbai CST,Mangalore Central,Konkan,910,2024-01-26,2024,January,Winter,05:00,05:58,58,Moderate Delay,Dense fog signal restriction,2,745,Express
JRN1513,12841,Coromandel Express,Howrah,Chennai Central,Eastern,1663,2024-04-22,2024,April,Summer,16:45,17:49,64,Major Delay,Congestion at junction,5,849,Superfast
JRN1514,10101,Konkan Railway,Mumbai CST,Mangalore Central,Konkan,910,2024-04-05,2024,April,Summer,22:00,22:53,53,Moderate Delay,Late running connecting train,5,533,Express
JRN1515,11057,Navjeevan Express,Ahmedabad,Chennai Central,Western,1901,2023-01-01,2023,January,Winter,08:00,09:19,79,Major Delay,Technical snag,7,635,Express
JRN1516,12051,Jan Shatabdi,Chennai Central,Coimbatore,Southern,496,2022-05-01,2022,May,Summer,17:00,17:00,0,On Time,No Delay,4,717,Superfast
JRN1517,12621,Tamil Nadu Express,New Delhi,Chennai Central,Southern,2175,2022-03-18,2022,March,Summer,05:45,06:31,46,Moderate Delay,Congestion at junction,7,821,Superfast
JRN1518,12245,Duronto Express,Mumbai CST,Howrah,Western,1968,2022-04-12,2022,April,Summer,12:30,12:30,0,On Time,No Delay,3,632,Superfast
JRN1519,18409,Nandan Kanan Express,Howrah,Puri,Eastern,501,2023-03-06,2023,March,Summer,15:45,16:53,68,Major Delay,Engine technical issue,1,635,Express
JRN1520,10101,Konkan Railway,Mumbai CST,Mangalore Central,Konkan,910,2022-09-19,2022,September,Monsoon,10:45,13:15,150,Severe Delay,Flood affected route,4,525,Express
JRN1521,12203,Garib Rath,New Delhi,Patna Jn,Eastern,1001,2023-01-28,2023,January,Winter,10:30,10:30,0,On Time,No Delay,5,612,Express
JRN1522,18409,Nandan Kanan Express,Howrah,Puri,Eastern,501,2024-05-22,2024,May,Summer,10:00,11:29,89,Major Delay,Congestion at junction,2,518,Express
JRN1523,12203,Garib Rath,New Delhi,Patna Jn,Eastern,1001,2022-08-20,2022,August,Monsoon,21:45,23:28,103,Major Delay,Signal failure due to rain,6,651,Express
JRN1524,12311,Howrah Mail,Howrah,New Delhi,Eastern,1442,2024-05-23,2024,May,Summer,19:15,19:35,20,Minor Delay,Signal failure,3,874,Mail
JRN1525,12203,Garib Rath,New Delhi,Patna Jn,Eastern,1001,2023-05-28,2023,May,Summer,12:15,12:48,33,Moderate Delay,Congestion at junction,8,698,Express
JRN1526,12415,Pink City Express,New Delhi,Jaipur Jn,Northern,308,2024-02-15,2024,February,Winter,04:00,04:47,47,Moderate Delay,Late running due to fog,5,643,Express
JRN1527,12953,August Kranti,Mumbai Central,New Delhi,Western,1384,2024-11-26,2024,November,Winter,12:30,12:30,0,On Time,No Delay,4,689,Superfast
JRN1528,12625,Kerala Express,New Delhi,Trivandrum Central,Southern,3054,2022-07-10,2022,July,Monsoon,12:30,14:13,103,Major Delay,Flood affected route,4,745,Express
JRN1529,10101,Konkan Railway,Mumbai CST,Mangalore Central,Konkan,910,2024-12-19,2024,December,Winter,21:15,21:42,27,Minor Delay,Dense fog signal restriction,7,557,Express
JRN1530,12009,Shatabdi Express,New Delhi,Chandigarh,Northern,248,2023-09-21,2023,September,Monsoon,08:00,09:24,84,Major Delay,Flood affected route,3,783,Superfast
JRN1531,12903,Golden Temple Mail,Mumbai Central,Amritsar Jn,Northern,1930,2022-11-11,2022,November,Winter,05:00,06:53,113,Major Delay,Dense fog signal restriction,4,599,Mail
JRN1532,12303,Poorva Express,Howrah,New Delhi,Eastern,1531,2023-08-21,2023,August,Monsoon,07:30,08:57,87,Major Delay,Track waterlogging,2,849,Superfast
JRN1533,22119,Tejas Express,Mumbai Central,Ahmedabad,Western,491,2023-03-24,2023,March,Summer,17:30,18:36,66,Major Delay,Congestion at junction,5,859,Superfast
JRN1534,12303,Poorva Express,Howrah,New Delhi,Eastern,1531,2022-12-18,2022,December,Winter,21:45,22:54,69,Major Delay,Track inspection,1,755,Superfast
JRN1535,12841,Coromandel Express,Howrah,Chennai Central,Eastern,1663,2023-10-28,2023,October,Winter,12:15,13:04,49,Moderate Delay,Technical snag,5,830,Superfast
JRN1536,12051,Jan Shatabdi,Chennai Central,Coimbatore,Southern,496,2024-06-07,2024,June,Monsoon,23:45,00:31,46,Moderate Delay,Signal failure due to rain,5,745,Superfast
JRN1537,12009,Shatabdi Express,New Delhi,Chandigarh,Northern,248,2022-06-20,2022,June,Monsoon,23:30,02:12,162,Severe Delay,Flood affected route,1,670,Superfast
JRN1538,10103,Mangala Express,Mumbai CST,Mangalore Central,Konkan,910,2022-12-14,2022,December,Winter,06:15,06:15,0,On Time,No Delay,4,659,Express
JRN1539,12051,Jan Shatabdi,Chennai Central,Coimbatore,Southern,496,2023-02-05,2023,February,Winter,19:30,19:58,28,Minor Delay,Technical snag,1,849,Superfast
JRN1540,12123,Deccan Queen,Mumbai CST,Pune Jn,Central,192,2024-04-22,2024,April,Summer,19:45,19:45,0,On Time,No Delay,4,670,Superfast
JRN1541,12007,Intercity Express,KSR Bangalore,Mysore Jn,South Western,139,2024-10-16,2024,October,Winter,19:45,19:45,0,On Time,No Delay,5,471,Express
JRN1542,10103,Mangala Express,Mumbai CST,Mangalore Central,Konkan,910,2023-04-14,2023,April,Summer,17:30,17:39,9,Minor Delay,Track maintenance,5,565,Express
JRN1543,22435,Vande Bharat,New Delhi,Varanasi Jn,Northern,821,2024-03-20,2024,March,Summer,06:30,07:05,35,Moderate Delay,Signal failure,3,906,Superfast
JRN1544,22501,Humsafar Express,New Delhi,Lucknow,Northern,512,2024-02-27,2024,February,Winter,23:45,00:26,41,Moderate Delay,Track inspection,1,821,Superfast
JRN1545,12203,Garib Rath,New Delhi,Patna Jn,Eastern,1001,2024-11-16,2024,November,Winter,06:30,06:39,9,Minor Delay,Technical snag,3,722,Express
JRN1546,12311,Howrah Mail,Howrah,New Delhi,Eastern,1442,2022-09-18,2022,September,Monsoon,20:15,21:28,73,Major Delay,Signal failure due to rain,5,846,Mail
JRN1547,22501,Humsafar Express,New Delhi,Lucknow,Northern,512,2024-11-27,2024,November,Winter,06:30,07:17,47,Moderate Delay,Late running due to fog,1,774,Superfast
JRN1548,12051,Jan Shatabdi,Chennai Central,Coimbatore,Southern,496,2024-09-09,2024,September,Monsoon,19:00,21:13,133,Severe Delay,Flood affected route,4,585,Superfast
JRN1549,22119,Tejas Express,Mumbai Central,Ahmedabad,Western,491,2023-05-25,2023,May,Summer,19:30,20:20,50,Moderate Delay,Late running connecting train,2,745,Superfast
JRN1550,12051,Jan Shatabdi,Chennai Central,Coimbatore,Southern,496,2023-06-25,2023,June,Monsoon,09:15,09:15,0,On Time,No Delay,1,717,Superfast
JRN1551,12007,Intercity Express,KSR Bangalore,Mysore Jn,South Western,139,2024-09-21,2024,September,Monsoon,08:15,10:36,141,Severe Delay,Heavy rainfall on track,8,651,Express
JRN1552,10101,Konkan Railway,Mumbai CST,Mangalore Central,Konkan,910,2022-01-17,2022,January,Winter,08:30,08:44,14,Minor Delay,Cold wave speed restriction,3,612,Express
JRN1553,12621,Tamil Nadu Express,New Delhi,Chennai Central,Southern,2175,2024-03-02,2024,March,Summer,05:00,05:00,0,On Time,No Delay,5,670,Superfast
JRN1554,12415,Pink City Express,New Delhi,Jaipur Jn,Northern,308,2024-01-27,2024,January,Winter,04:30,04:30,0,On Time,No Delay,7,525,Express
JRN1555,12903,Golden Temple Mail,Mumbai Central,Amritsar Jn,Northern,1930,2023-03-12,2023,March,Summer,23:15,00:14,59,Moderate Delay,Late running connecting train,4,665,Mail
JRN1556,11057,Navjeevan Express,Ahmedabad,Chennai Central,Western,1901,2024-03-03,2024,March,Summer,11:15,13:03,108,Major Delay,Engine technical issue,3,730,Express
JRN1557,12123,Deccan Queen,Mumbai CST,Pune Jn,Central,192,2024-07-03,2024,July,Monsoon,19:45,21:07,82,Major Delay,Signal failure due to rain,3,708,Superfast
JRN1558,12123,Deccan Queen,Mumbai CST,Pune Jn,Central,192,2023-08-02,2023,August,Monsoon,12:00,14:22,142,Severe Delay,Signal failure due to rain,1,594,Superfast
JRN1559,22501,Humsafar Express,New Delhi,Lucknow,Northern,512,2023-05-23,2023,May,Summer,07:15,08:52,97,Major Delay,Track maintenance,8,811,Superfast
JRN1560,11057,Navjeevan Express,Ahmedabad,Chennai Central,Western,1901,2022-09-16,2022,September,Monsoon,16:30,16:30,0,On Time,No Delay,4,486,Express
JRN1561,12123,Deccan Queen,Mumbai CST,Pune Jn,Central,192,2022-08-04,2022,August,Monsoon,23:30,01:13,103,Major Delay,Heavy rainfall on track,7,689,Superfast
JRN1562,12621,Tamil Nadu Express,New Delhi,Chennai Central,Southern,2175,2024-05-15,2024,May,Summer,11:00,12:06,66,Major Delay,Congestion at junction,2,821,Superfast
JRN1563,12051,Jan Shatabdi,Chennai Central,Coimbatore,Southern,496,2023-05-12,2023,May,Summer,05:00,05:00,0,On Time,No Delay,3,651,Superfast
JRN1564,12245,Duronto Express,Mumbai CST,Howrah,Western,1968,2023-06-16,2023,June,Monsoon,09:45,10:48,63,Major Delay,Landslide near track,8,566,Superfast
JRN1565,12311,Howrah Mail,Howrah,New Delhi,Eastern,1442,2024-02-03,2024,February,Winter,07:30,07:30,0,On Time,No Delay,2,951,Mail
JRN1566,18409,Nandan Kanan Express,Howrah,Puri,Eastern,501,2022-10-14,2022,October,Winter,16:30,17:04,34,Moderate Delay,Late running due to fog,4,777,Express
JRN1567,12625,Kerala Express,New Delhi,Trivandrum Central,Southern,3054,2024-07-05,2024,July,Monsoon,15:30,18:05,155,Severe Delay,Heavy rainfall on track,1,620,Express
JRN1568,22501,Humsafar Express,New Delhi,Lucknow,Northern,512,2022-10-23,2022,October,Winter,07:30,08:25,55,Moderate Delay,Dense fog signal restriction,6,575,Superfast
JRN1569,12621,Tamil Nadu Express,New Delhi,Chennai Central,Southern,2175,2024-03-10,2024,March,Summer,09:45,10:10,25,Minor Delay,Congestion at junction,4,821,Superfast
JRN1570,10103,Mangala Express,Mumbai CST,Mangalore Central,Konkan,910,2022-04-09,2022,April,Summer,11:15,11:50,35,Moderate Delay,Track maintenance,8,659,Express
JRN1571,12625,Kerala Express,New Delhi,Trivandrum Central,Southern,3054,2024-06-15,2024,June,Monsoon,15:00,16:00,60,Moderate Delay,Heavy rainfall on track,2,675,Express
JRN1572,22435,Vande Bharat,New Delhi,Varanasi Jn,Northern,821,2023-06-01,2023,June,Monsoon,22:30,00:38,128,Severe Delay,Signal failure due to rain,8,783,Superfast
JRN1573,10101,Konkan Railway,Mumbai CST,Mangalore Central,Konkan,910,2022-12-28,2022,December,Winter,05:45,06:37,52,Moderate Delay,Technical snag,3,777,Express
JRN1574,22501,Humsafar Express,New Delhi,Lucknow,Northern,512,2024-03-25,2024,March,Summer,08:45,08:45,0,On Time,No Delay,3,821,Superfast
JRN1575,12621,Tamil Nadu Express,New Delhi,Chennai Central,Southern,2175,2023-12-10,2023,December,Winter,19:30,19:45,15,Minor Delay,Late running due to fog,3,698,Superfast
JRN1576,18409,Nandan Kanan Express,Howrah,Puri,Eastern,501,2024-02-01,2024,February,Winter,11:30,12:01,31,Moderate Delay,Cold wave speed restriction,1,745,Express
JRN1577,12007,Intercity Express,KSR Bangalore,Mysore Jn,South Western,139,2024-06-24,2024,June,Monsoon,17:15,18:34,79,Major Delay,Signal failure due to rain,4,777,Express
JRN1578,12301,Rajdhani Express,New Delhi,Mumbai Central,Northern,1384,2022-05-03,2022,May,Summer,09:30,09:30,0,On Time,No Delay,8,811,Superfast
JRN1579,12123,Deccan Queen,Mumbai CST,Pune Jn,Central,192,2023-08-19,2023,August,Monsoon,13:45,16:02,137,Severe Delay,Flood affected route,4,641,Superfast
JRN1580,12007,Mysore Express,Chennai Central,Mysore Jn,Southern,497,2022-11-16,2022,November,Winter,15:45,15:58,13,Minor Delay,Dense fog signal restriction,8,502,Express
JRN1581,12123,Deccan Queen,Mumbai CST,Pune Jn,Central,192,2023-07-15,2023,July,Monsoon,05:30,07:17,107,Major Delay,Track waterlogging,1,774,Superfast
JRN1582,12301,Rajdhani Express,New Delhi,Mumbai Central,Northern,1384,2022-10-20,2022,October,Winter,22:30,23:33,63,Major Delay,Technical snag,2,641,Superfast
JRN1583,12009,Shatabdi Express,New Delhi,Chandigarh,Northern,248,2022-09-20,2022,September,Monsoon,22:30,00:44,134,Severe Delay,Signal failure due to rain,3,745,Superfast
JRN1584,12841,Coromandel Express,Howrah,Chennai Central,Eastern,1663,2022-08-27,2022,August,Monsoon,16:15,18:33,138,Severe Delay,Flood affected route,6,774,Superfast
JRN1585,12953,August Kranti,Mumbai Central,New Delhi,Western,1384,2024-04-16,2024,April,Summer,05:15,06:11,56,Moderate Delay,Signal failure,8,613,Superfast
JRN1586,12415,Pink City Express,New Delhi,Jaipur Jn,Northern,308,2023-12-26,2023,December,Winter,12:45,13:11,26,Minor Delay,Dense fog signal restriction,4,525,Express
JRN1587,12859,Gitanjali Express,Mumbai CST,Howrah,Central,1968,2023-11-17,2023,November,Winter,15:15,15:57,42,Moderate Delay,Cold wave speed restriction,3,670,Superfast
JRN1588,10101,Konkan Railway,Mumbai CST,Mangalore Central,Konkan,910,2023-01-22,2023,January,Winter,08:00,08:59,59,Moderate Delay,Track inspection,2,753,Express
JRN1589,22435,Vande Bharat,New Delhi,Varanasi Jn,Northern,821,2024-01-09,2024,January,Winter,15:30,15:43,13,Minor Delay,Technical snag,6,830,Superfast
JRN1590,12903,Golden Temple Mail,Mumbai Central,Amritsar Jn,Northern,1930,2023-10-01,2023,October,Winter,05:45,06:41,56,Moderate Delay,Track inspection,3,589,Mail
JRN1591,12301,Rajdhani Express,New Delhi,Mumbai Central,Northern,1384,2023-05-02,2023,May,Summer,10:45,11:30,45,Moderate Delay,Congestion at junction,1,698,Superfast
JRN1592,12203,Garib Rath,New Delhi,Patna Jn,Eastern,1001,2023-10-19,2023,October,Winter,19:45,20:34,49,Moderate Delay,Technical snag,1,745,Express
JRN1593,12311,Howrah Mail,Howrah,New Delhi,Eastern,1442,2022-11-21,2022,November,Winter,08:30,08:57,27,Minor Delay,Track inspection,5,760,Mail
JRN1594,12301,Rajdhani Express,New Delhi,Mumbai Central,Northern,1384,2022-03-10,2022,March,Summer,09:00,09:37,37,Moderate Delay,Late running connecting train,7,896,Superfast
JRN1595,12007,Mysore Express,Chennai Central,Mysore Jn,Southern,497,2024-04-19,2024,April,Summer,14:45,14:53,8,Minor Delay,Engine technical issue,4,604,Express
JRN1596,12007,Intercity Express,KSR Bangalore,Mysore Jn,South Western,139,2023-05-26,2023,May,Summer,11:15,11:22,7,Minor Delay,Engine technical issue,8,573,Express
JRN1597,10101,Konkan Railway,Mumbai CST,Mangalore Central,Konkan,910,2024-11-06,2024,November,Winter,23:30,00:16,46,Moderate Delay,Cold wave speed restriction,7,667,Express
JRN1598,12625,Kerala Express,New Delhi,Trivandrum Central,Southern,3054,2022-11-15,2022,November,Winter,05:15,05:15,0,On Time,No Delay,8,785,Express
JRN1599,12007,Intercity Express,KSR Bangalore,Mysore Jn,South Western,139,2023-05-02,2023,May,Summer,23:30,00:44,74,Major Delay,Late running connecting train,8,596,Express
JRN1600,12649,Sampark Kranti,KSR Bangalore,New Delhi,South Western,2444,2022-12-17,2022,December,Winter,20:45,21:37,52,Moderate Delay,Technical snag,2,641,Superfast
JRN1601,12903,Golden Temple Mail,Mumbai Central,Amritsar Jn,Northern,1930,2022-04-08,2022,April,Summer,23:45,01:59,134,Severe Delay,Signal failure,7,637,Mail
JRN1602,22435,Vande Bharat,New Delhi,Varanasi Jn,Northern,821,2022-04-02,2022,April,Summer,07:15,07:53,38,Moderate Delay,Track maintenance,2,802,Superfast
JRN1603,12123,Deccan Queen,Mumbai CST,Pune Jn,Central,192,2022-02-02,2022,February,Winter,12:30,13:04,34,Moderate Delay,Technical snag,1,566,Superfast
JRN1604,12841,Coromandel Express,Howrah,Chennai Central,Eastern,1663,2024-10-18,2024,October,Winter,04:30,05:09,39,Moderate Delay,Cold wave speed restriction,1,623,Superfast
JRN1605,22119,Tejas Express,Mumbai Central,Ahmedabad,Western,491,2024-04-16,2024,April,Summer,17:30,17:30,0,On Time,No Delay,4,745,Superfast
JRN1606,12051,Jan Shatabdi,Chennai Central,Coimbatore,Southern,496,2022-07-11,2022,July,Monsoon,11:15,12:45,90,Major Delay,Flood affected route,7,594,Superfast
JRN1607,12903,Golden Temple Mail,Mumbai Central,Amritsar Jn,Northern,1930,2022-04-07,2022,April,Summer,05:30,06:13,43,Moderate Delay,Congestion at junction,2,798,Mail
JRN1608,12051,Jan Shatabdi,Chennai Central,Coimbatore,Southern,496,2022-11-25,2022,November,Winter,05:45,06:09,24,Minor Delay,Cold wave speed restriction,1,651,Superfast
JRN1609,12841,Coromandel Express,Howrah,Chennai Central,Eastern,1663,2022-07-26,2022,July,Monsoon,09:30,11:44,134,Severe Delay,Heavy rainfall on track,5,566,Superfast
JRN1610,10103,Mangala Express,Mumbai CST,Mangalore Central,Konkan,910,2024-02-05,2024,February,Winter,06:45,07:45,60,Moderate Delay,Track inspection,8,612,Express
JRN1611,12953,August Kranti,Mumbai Central,New Delhi,Western,1384,2022-04-10,2022,April,Summer,22:30,23:22,52,Moderate Delay,Track maintenance,3,708,Superfast
JRN1612,12301,Rajdhani Express,New Delhi,Mumbai Central,Northern,1384,2024-07-04,2024,July,Monsoon,18:15,20:13,118,Major Delay,Heavy rainfall on track,7,877,Superfast
JRN1613,12051,Jan Shatabdi,Chennai Central,Coimbatore,Southern,496,2022-10-25,2022,October,Winter,21:30,21:30,0,On Time,No Delay,3,887,Superfast
JRN1614,11057,Navjeevan Express,Ahmedabad,Chennai Central,Western,1901,2024-03-13,2024,March,Summer,17:15,18:01,46,Moderate Delay,Engine technical issue,3,565,Express
JRN1615,10103,Mangala Express,Mumbai CST,Mangalore Central,Konkan,910,2022-10-24,2022,October,Winter,13:15,13:24,9,Minor Delay,Cold wave speed restriction,2,620,Express
JRN1616,10101,Konkan Railway,Mumbai CST,Mangalore Central,Konkan,910,2024-05-26,2024,May,Summer,07:15,07:47,32,Moderate Delay,Track maintenance,6,682,Express
JRN1617,11057,Navjeevan Express,Ahmedabad,Chennai Central,Western,1901,2023-01-12,2023,January,Winter,23:00,00:00,60,Moderate Delay,Dense fog signal restriction,1,785,Express
JRN1618,12245,Duronto Express,Mumbai CST,Howrah,Western,1968,2022-01-03,2022,January,Winter,18:00,19:05,65,Major Delay,Cold wave speed restriction,8,877,Superfast
JRN1619,18409,Nandan Kanan Express,Howrah,Puri,Eastern,501,2022-11-26,2022,November,Winter,18:45,18:48,3,Minor Delay,Late running due to fog,5,667,Express
JRN1620,12301,Rajdhani Express,New Delhi,Mumbai Central,Northern,1384,2022-03-11,2022,March,Summer,16:15,17:06,51,Moderate Delay,Signal failure,8,641,Superfast
JRN1621,12841,Coromandel Express,Howrah,Chennai Central,Eastern,1663,2024-06-06,2024,June,Monsoon,14:45,16:54,129,Severe Delay,Flood affected route,5,811,Superfast
JRN1622,12625,Kerala Express,New Delhi,Trivandrum Central,Southern,3054,2023-01-26,2023,January,Winter,10:45,11:09,24,Minor Delay,Cold wave speed restriction,2,745,Express
JRN1623,10101,Konkan Railway,Mumbai CST,Mangalore Central,Konkan,910,2023-04-16,2023,April,Summer,09:00,10:19,79,Major Delay,Signal failure,7,753,Express
JRN1624,12841,Coromandel Express,Howrah,Chennai Central,Eastern,1663,2022-05-20,2022,May,Summer,20:30,20:53,23,Minor Delay,Late running connecting train,5,811,Superfast
JRN1625,22501,Humsafar Express,New Delhi,Lucknow,Northern,512,2023-05-05,2023,May,Summer,11:30,12:26,56,Moderate Delay,Engine technical issue,2,802,Superfast
JRN1626,12621,Tamil Nadu Express,New Delhi,Chennai Central,Southern,2175,2022-06-02,2022,June,Monsoon,04:45,06:26,101,Major Delay,Track waterlogging,1,887,Superfast
JRN1627,12859,Gitanjali Express,Mumbai CST,Howrah,Central,1968,2022-09-17,2022,September,Monsoon,20:45,22:48,123,Severe Delay,Landslide near track,7,925,Superfast
JRN1628,10101,Konkan Railway,Mumbai CST,Mangalore Central,Konkan,910,2023-11-24,2023,November,Winter,13:15,14:09,54,Moderate Delay,Track inspection,6,737,Express
JRN1629,22435,Vande Bharat,New Delhi,Varanasi Jn,Northern,821,2024-07-17,2024,July,Monsoon,18:45,21:42,177,Severe Delay,Flood affected route,4,575,Superfast
JRN1630,12621,Tamil Nadu Express,New Delhi,Chennai Central,Southern,2175,2022-02-25,2022,February,Winter,20:15,20:42,27,Minor Delay,Cold wave speed restriction,7,698,Superfast
JRN1631,12311,Howrah Mail,Howrah,New Delhi,Eastern,1442,2024-09-06,2024,September,Monsoon,15:30,15:30,0,On Time,No Delay,2,874,Mail
JRN1632,12625,Kerala Express,New Delhi,Trivandrum Central,Southern,3054,2023-03-19,2023,March,Summer,06:30,07:21,51,Moderate Delay,Congestion at junction,6,510,Express
JRN1633,22501,Humsafar Express,New Delhi,Lucknow,Northern,512,2024-01-17,2024,January,Winter,13:45,13:51,6,Minor Delay,Track inspection,4,859,Superfast
JRN1634,22501,Humsafar Express,New Delhi,Lucknow,Northern,512,2023-10-03,2023,October,Winter,04:45,05:11,26,Minor Delay,Cold wave speed restriction,2,641,Superfast
JRN1635,12625,Kerala Express,New Delhi,Trivandrum Central,Southern,3054,2024-02-04,2024,February,Winter,23:45,23:58,13,Minor Delay,Dense fog signal restriction,3,612,Express
JRN1636,12953,August Kranti,Mumbai Central,New Delhi,Western,1384,2023-09-07,2023,September,Monsoon,07:15,07:42,27,Minor Delay,Flood affected route,5,660,Superfast
JRN1637,12625,Kerala Express,New Delhi,Trivandrum Central,Southern,3054,2024-03-03,2024,March,Summer,15:30,16:14,44,Moderate Delay,Congestion at junction,4,478,Express
JRN1638,12903,Golden Temple Mail,Mumbai Central,Amritsar Jn,Northern,1930,2024-03-27,2024,March,Summer,09:15,10:40,85,Major Delay,Engine technical issue,6,951,Mail
JRN1639,12953,August Kranti,Mumbai Central,New Delhi,Western,1384,2024-03-09,2024,March,Summer,12:30,12:30,0,On Time,No Delay,7,689,Superfast
